pid	name	type	tag	phone	story
1010013100060117	New balance	服装	男装	010-82148582	
1010013100060116	爱康	体育	体育用品		
1010013100020049	LOREAL	个护化妆	null		欧莱雅集团世界美妆品行业中的的领导者，经营范围遍及130多个国家和地区，在全球拥有283家分公司、42家工厂、100多个代理商，以及5万多名的员工，是总部设于法国旳跨国公司，也是财富全球500强企业之一。
1010013100020048	OLAY	个护化妆	化妆品		
1010013100060077	水孩儿	服装	儿童装		水孩儿"童装品牌， 1995年创立于中国北京。法文品牌名"SOUHAIT"，是中国本土最早的童装品牌。 中文品牌名"水孩儿"，品牌取意于"孩子像水一样的纯净透彻、活泼灵动"；法文品牌名"SOUHAIT"，源自法语，取"希望、美好的祝愿"之意，意指"孩子就是世界的希望，是我们美好的明天"。“水孩儿”童装品牌1995年诞生，主要服务于2-15岁少年儿童，开发以中式为特色，结合休闲、运动风格的各种系列服装产品。
1010013100040002	VOV	服装	女装		
1010013100040035	卡秀	服装	女装		
1010013100060050	三叉牌	其他	餐具		
1010013100040085	嘉宝	服装	鞋		
1010013100040084	24HRS	服装	箱包		
1010013100040087	achette	服装	鞋		
1010013100040086	Patrica	服装	鞋		
1010013100040081	Hush Puppies	服装	女装		Hush Puppies&reg；品牌的创始人Mr. Jim Muir（吉姆-缪尔）曾对该品牌做精神定义，他认为：“ Hush Puppies&reg；应被视为一个家族品牌（Family Brand），它是没有性别及年龄的区别，属于家族全体的休闲服饰商品。”40多年来， Hush Puppies&reg；凭着对创造理念的坚持，至今足迹已遍布世界120个国家，2000多个城市，其中包括美国、澳大利亚、日本、韩国、新加坡、印尼、中国及欧洲等国家等。
1010013100040080	图卡	服装	鞋		
1010013100040083	ECCO	体育	鞋		ECCO（中文名称：爱步），成立于1963年，是来自丹麦的鞋履品牌。其鞋类产品涵盖休闲正装系列、户外系列、运动系列、高尔夫系列和儿童系列；其他产品包括包袋配件、小皮件、鞋护产品等。
1010013100040082	dansko	服装	鞋		
1010013100040089	Clarks	服装	鞋		全球领军鞋履品牌Clarks，创立于1825年的英格兰西南部的萨默赛特郡。Clarks国际化的设计团队从全球捕捉潮流趋势，为消费者带来引领风尚的设计。
1010013100040088	Ara	服装	鞋		德国ara Shoes AG 始创于1949年，至今已有60余年的历史。公司目大改德国，葡萄牙，罗马尼亚和印度尼西亚等地拥有8个全资工厂，4200名员工，鞋的日产量为每天38，000双，年产量超过800万双。ara Shoes AG已经发展成为目前欧洲最大的女鞋生产商之一。
1010013100060103	三星手机	电器	电子数码		
1010013100040018	LACOSTE	服装	男装		
1010013100040019	Teenie Weenie	服装	女装		
1010013100040012	斯琴	服装	女装	010-82148647	
1010013100040013	JEEP	体育	运动装	15910873609	
1010013100040010	Master Su	服装	女装	010-62116013	
1010013100040011	Weisi	服装	女装		
1010013100040016	Armani Jeans	服装	男装		
1010013100040017	G-STAR RAW	服装	男装		
1010013100040014	READ MA	服装	女装		
1010013100040015	CK Jeans	服装	男装		
1010013100050053	DRAGON STAR	电器	电子数码		
1010013100050052	KOLON SPORT	体育	运动装		
1010013100050051	Jack Wolfskin	体育	运动装	010-62167710	Jack Wolfskin公司亚洲区总监Tobias Tennstedt介绍，Jack Wolfskin户外产品有滑雪系列、徒步系列（长途徒步、城市休闲）、登山系列。其他产品还有手套、帽子、围巾等，服装同时兼有时尚性。比较重要的产品旅行系列，具备防紫外线、防脏的功效，而另一种防蚊虫设计，则是非常神奇的设计。
1010013100050050	FJALL RAVEN	体育	运动装		
1010013100050057	Lafuma	体育	运动装		
1010013100050056	POSEMER	服装	男装		
1010013100050055	森卡诺	服装	男装		
1010013100050054	LONDON FOG	服装	男装	13466558020	作为国际上最著名的服装品牌之一，LONDONFOG（伦敦雾）系列风雨衣产品深受全世界个阶层消费者的喜爱，并拥有一个非常稳定的、高品位的顾客群。他们的共同特征为年龄在30岁以上、受过良好教育、有一定社会经济地位，同时具有较高收入（年薪在5万美元以上）和文化品位，拥有美满幸福家庭的各界人士。对高水平生活品位的执着追求，促使他们通过选择购买"伦敦雾"品牌产品来体现更高层次的人生价值。
1010013100050059	依波表	其他	钟表		
1010013100050058	blackyak	体育	运动装		
1010013100060076	小猪班纳	儿童母婴	null		小猪班纳自成立以来，一直遵循“以人为本、以质为根”的经营管理理念，用“品质第一、服务第一”的宗旨服务广大顾客群体，紧贴国际服饰潮流，在创新中完善、开拓中发展。小猪班纳童装作为国内最具规模和影响力的童装企业之一，曾先后获得“中国十大名牌童装”、“中国消费品市场主导品牌”、“绿色环保产品”、“关爱少儿成就奖”、“广东省著名商标”、“广东省名牌产品”、“热心公益慈善事业先进集体”、“中国名牌”、“中国驰名商标”等称号。多年来，小猪班纳童装得到越来越多消费者的信任与厚爱，受到政府领导、社会各行各业、各界人士的关注和支持。展望未来，小猪班纳将一如既往，积极进取，服务于民，奉献社会，为打造成国际著名品牌而努力。
1010013100060025	陶仨坊	其他	陶器		
1010013100060074	CAMKIDS	服装	儿童装		
1010013100020064	金象珠宝	其他	珠宝	010-62111878	金象珠宝，于上个世纪60年代在印尼雅加达创立
1010013100060072	JNBY by JNBY	服装	儿童装		
1010013100060073	好孩子	母婴用品	null		好孩子是全球领先的儿童用品公司及中国最大的母婴产品分销和零售平台，专业从事儿童及母婴产品的研发、制造、分销和零售。
1010013100060070	NIKE KIDS	服装	儿童装		耐克Kids是全球运动产品第一品牌耐克推出的耐克儿童产品系列，为8-14岁的儿童提供品质优秀、功能突出的个性化专业运动、休闲产品。总部位于美国俄勒冈州Beaverton的耐克公司是全球著名的体育用品制造商。该公司生产的体育用品包罗万象：服装，鞋类，运动器材等等。
1010013100060024	CARNIER THIEBAUT	其他	家纺		
1010013100060053	WMF	其他	餐具		
1010013100060027	FRANZ	其他	瓷器		弗朗茨（Franz）源于波兰命名的服装品牌，其产品定位尊崇波兰古典主义风格，低调儒雅。特色，在于古典简约又不失潮流化的设计，用了具有伸缩性的现代感素材，复古中赋予新意，可以说创超了流行的独特风格。非常重视品质的Franz广受欢迎。
1010013100060078	callise	服装	儿童装		
1010013100060079	AIMER KIDS	服装	儿童装		北京爱慕有限公司是专业从事品牌内衣设计、生产和营销的现代化企业，总部位于北京望京高新技术产业开发区爱慕大厦，拥有员工近2000人。
1010013100060026	陆宝	其他	陶器		
1010013100060021	Yvonne	其他	家纺		
1010013100040077	KISSCAT	服装	鞋		2003年底， Kiss Cat品牌荣获中国商业联合会科技质量部颁发“全国鞋类商品质量达标诚信单位”荣誉证书和铜牌，享有未来三年流通领域免检待遇，同时入编《全国鞋类商品采购指南》，成为中国商业联合会科技质量部向国内外商品贸易、批发、零售企业通报，建议优先进货、销售企业。
1010013100060020	泰普尔	其他	家纺		
1010013100050012	Tommy Hilfiger	服装	男装		
1010013100020009	亨得利	其他	null		
1010013100020008	TAGHEUER	其他	钟表		
1010013100060023	无印工坊	其他	家纺		
1010013100060054	Fissler	其他	餐具	010-21848509	
1010013100020003	Zegna Sport	服装	男装		
1010013100020002	ARMANI	服装	内衣		
1010013100020001	DUNHILL	服装	男装	010-82148269	
1010013100020000	BOSS HUGO BOSS	服装	男装	010-62168285	于1923年，Hugo Boss先生以其名字创立了一家男装生产商。但数年后，因德国经济萧条影响而陷入破产。三十年代至四十年代初，Hugo Boss转为生产德国突击队(Storm Troopers)和德国政治军事组织German SS的制服，而且专门供应纳粹少年团的全套装备。
1010013100020007	LONGINES	其他	钟表	010-62138820	浪琴（LONGINES）是一个由欧内斯特富兰西林在瑞士的圣艾米尔成立的公司。它的起源可以追述到19世纪30年代，浪琴还拥有最古老的表类注册商标（一个带翅膀的沙漏）。浪琴公司属于瑞士斯沃琪集团。浪琴以它的“飞行家”表而著名，是世界上高档名表之一。
1010013100020006	万宝龙	其他	珠宝	010-82148000?82148486	Montblanc International (GmbH) 万宝龙国际是历峰集团旗下位于德国的一家精品钢笔、手表与配件的制造商。以「白色六角星」商标作为识别。
1010013100020005	周大福	其他	null	1062569131	周大福集团是郑裕彤博士及其家族拥有的一个实力雄厚的私人商业集团。集团总资产值超过 50 亿美元，所经营的业务遍布全世界，合共雇用员工约共 8 万人。集团业务主要由两间公司经营。周大福珠宝金行有限公司在香港及国内的珠宝首饰行业里，每年销售额占市场第一位。
1010013100020004	Pandora	其他	珠宝	010-62166852	
1010013100040069	NINE WEST	服装	女装		
1010013100040068	Aimer	服装	内衣		北京爱慕有限公司是专业从事品牌内衣设计、生产和营销的现代化企业，总部位于北京望京高新技术产业开发区爱慕大厦，拥有员工近2000人。
1010013100040063	GNC	其他	保健品		GNC 在1935 年， David Shakarian 在匹兹堡成立了一家专门贩售食品的小店，称之为 Lackzoom。akarian's 于 418 Wood Street BS。美国GNC健安喜为全球闻名之优良营养食品公司，在全球拥有5000多家连锁店；500多万个金卡会员；在亚洲地区包括新加坡、台湾、菲律宾、马来西亚、印尼、香港等地，均有连锁店的成立。
1010013100040062	BIRKENSTOCK	服装	鞋		
1010013100040061	Lesportsac	服装	包		
1010013100040060	St. Dragon	服装	箱包		
1010013100040067	CALVIN KLEIN	其他	null		Calvin Klein（简称：CK），是一个美国时装品牌，于1968年成立，创始者为同名设计师卡尔文·克莱恩，曾经连续四度获得知名的服装奖项；其创始人Calvin Klein 1942年出生于美国纽约，就读于著名的美国纽约时装学院（F I T）
1010013100040066	Bean Pole	服装	男装	010-62190593	
1010013100040065	SCOFIELD	服装	男装		
1010013100040064	le saunda		女装		
1010013100060055	CATIMINI	服装	儿童装		
1010013100060029	Tiger	其他	餐具		
1010013100060071	adidas kids	服装	儿童装		
1010013100030051	JORYA	服装	女装		
1010013100040005	ZUCZUG	服装	女装	010-82148157	
1010013100030053	LA FEE	服装	女装		
1010013100030052	兰丝绘	服装	女装		
1010013100030055	EXCEPTION	服装	女装		
1010013100030054	IMM	服装	女装	010-62156031	
1010013100030057	凯瑞拉	服装	女装		
1010013100030047	黛玛诗	服装	女装		
1010013100030059	M.TSUBOMI	服装	女装		
1010013100030058	VESAS Collection	服装	女装		
1010013100060113	和合谷	餐饮	正餐	1084150955	北京和合谷餐饮管理有限公司是一家坚持探索烹饪工业化为己任，以“良心品质”服务顾客、回报社会的中式快餐连锁企业。
1010013100040007	BUOUBVOV	服装	女装	010-62155348	
1010013100030045	ORIGIN	服装	女装	010-62110566	
1010013100030042	AESTHEXIX				
1010013100060022	棉田	其他	家纺	400-669-8269	北京棉田纺织品有限公司是集高端毛巾制品、功能性床品和家居服饰设计、生产、营销为一体的现代企业集团，同时在家居家纺行业进行电子商务、连锁家居用品经营等领域进行投资和开发。
1010013100030043	MARCBY MAEC.JACOBS	服装	女装		
1010013100050079	Conino Lambozghini	服装	男装		
1010013100050078	CHARRIOL	其他	钟表		Charriol(夏利豪)是一位国际知名的钟表、首饰精品设计大师，对艺术有极深厚的感情，因此将艺术文化与商品结合，表现在他所创立的商品上，传播他在世界顶级时尚界所一贯倡导的理念“不一样的生活艺术”。 著名的Celtic(彻尔斯)系列精品，就是源自古代欧洲彻尔斯族人的艺术，使钢索绳纹成为Charriol(夏利豪)的著名品牌形象。
1010013100030040	CADENZA	其他	珠宝	010-82148280	
1010013100050071	爵士丹尼	服装	男装		一九三0年夏，a.Jesdani（爵士丹尼）树立了自己的品牌，推出了一系列典雅考究的男式商务装以及精致皮具，赢得了欧陆人士一致的首肯与推崇。其中a.Jesdani（爵士丹尼）皮具以崇尚精致、品质、舒适的“旅行哲学”作为设计的出发基础……a.Jesdani（爵士丹尼）这个名字现已传遍欧洲，成为了旅行用品最精致的象征
1010013100050070	Pierre Cardin	服装	男装		皮尔·卡丹（Pierre Cardin；1922年7月2日－）出生于意大利水城威尼斯近郊，是一位知名的服装设计师，有同名商标及同名公司
1010013100050073	蓝豹	服装	男装		LAMPO是事业路上的知心良友，是紧张工作中的肯定与激励，它带给人充满自信与希望的感觉，唤出自己最大的力量，做到最好，让人体验到“迈求成功”的真正意义。
1010013100050072	Menticano	服装	男装		
1010013100050075	BRAUN BUFFEL	服装	箱包		BRAUN BUFFEL--德国传统而精致的皮具品牌，1887年，约翰·布朗创立了BRAUNBUFFEL品牌，生产皮件制品，包括创新设计、超凡工艺的手提包、背包和银包。同时在德国科恩这个皮革之城，布朗还是一名杰出的马具商和家具商。的确，传统往往在条件最有力的地方越发兴盛，因此诞生了BRAUNBUFFEL这个著名的品牌
1010013100050074	金利来	服装	null	400 880 0809	金利来品牌起源于中国香港，由著名的爱国、慈善大使曾宪梓博士创立，金利来（中国）有限公司创立于1990年，公司旗下拥有：金利来正装暨商务休闲和金利来时尚休闲两大品牌。
1010013100050077	JAGUAR	个护化妆	null		
1010013100050076	Jeep	服装	null	15901455217	Jeep是一个品牌，而不是一种车型，更不是一款服装。世界上第一辆Jeep越野车是1941年在二战中为满足美军军需生产的。至今已具有73年历史。戴姆勒克莱斯勒公司作为Jeep的鼻祖，单独拥有这一注册商标。因此“不是所有吉普都叫Jeep”
1010013100060018	hosa	体育	运动装		浩沙集团于二十世纪七十年代创办于中国香港，是一个集服装设计和面料生产、加工、销售、外贸及健身服务为一体的大型产业集团，旗下拥有HOSA、HAOSHA、浩沙、ERIA、宜尔雅、AYYA等多个面向不同消费群的知名品牌，产品系列包括泳装、健身服、瑜伽服、运动内衣、时尚内衣、家居服、高科技面料、健身产品等，健身服务业包括浩沙健身俱乐部及浩沙健身研究院。
1010013100050100	CAMEL ACTIVE	服装	null		德国骆驼始创于1977年，总部设在德国著名的城市科隆，是其母公司WBI推出的极其成功的品牌，全球设有16000家专卖店，年销售额在3亿欧元以上。
1010013100060014	YONEX	体育	运动装		尤尼克斯（YONEX） 是世界最出名的羽拍，也是每一个羽毛球爱好者都想拥有的羽拍，为了统治羽拍市场，也为了尽量满足不同使用需求，尤尼克斯研发了大量的型号，让人眼花缭乱。作为世界知名的羽拍专业制造商，尤尼克斯完全体现日本工艺的精益求精，羽拍牢牢占据世界第一的地位，同时网球拍也得到许多知名球星的喜爱。
1010013100060015	Arena	体育	运动装		阿瑞娜诞生于1973年，是以将泳装本身作为武器的水上运动为起源的现代运动休闲品牌。在争夺百分之一秒的竞技世界中，不断开发新产品，给予运动员精神与体力的全方位支持，拓展了人类挑战极限的可能性
1010013100060016	Puma	体育	运动装		提出全新品牌口号Forever Faster的德国运动品牌PUMA,一直与跑步,足球等领域的著名运动员紧密合作,为他们提供专业运动装备.
1010013100060017	热浪	体育	运动装		
1010013100060010	罗莱家纺	其他	家纺		上海罗莱家用纺织品有限公司（SH ROLEY TEXTILE.CO COMPANY）是一家专业经营家用纺织品的企业，集研发、设计、生产、销售于一体，是国内最早涉足家用纺织品行业，并形成自己独特风格的家纺企业。
1010013100060011	OSIM	电器	null		(OSIM International) 由集团主席沈财福博士于1980年所创立。公司的前身是一家贸易商店，主要是售卖厨房电器和家庭用品。之后，公司开始售卖两种保健产品 - 手提按摩器和反射区滚轴。1987年，公司扩大业务和销售网络，在新加坡、中国香港和中国台湾等市场开设10个分销点，销售家庭用品和保健产品。
1010013100060012	瑞而士	其他	锅具		
1010013100060013	利快	儿童母婴	null		利快中国机构的前身为德国利快上市公司（Leifheit AG）1996年在中国香港设立的利快亚洲公司，及其后在中国大陆设立的利快亚洲公司北京代表处，基于德国公司的全球经营战略调整，于2003年撤消办事处并正式改制成为实体内资有限责任公司。
1010013100060087	FisherPrice	儿童母婴	儿童用品		全球第一玩具品牌--美国费雪Fisherprice费雪牌玩具是来自美国的一个婴幼儿玩具品牌. 他是由美泰公司为宝宝量身定做的，姐妹品牌有享誉全球的芭比娃娃。费雪品牌是适合0－5岁的儿童。已有74年历史。美泰公司之费雪系列都竭诚地提供高品质、适龄的产品, 同时也重视玩具游戏的价值、益处、对儿童发展、安全性及如何引导父母亲适时使用产品。因此费雪牌玩具现今是世界上婴幼儿玩具类的第一品牌。
1010013100060086	LEGO	儿童母婴	儿童用品		乐高公司创办于丹麦，至今已有80年的发展历史，追本溯源，还得从它的金字招牌LEGO说起。商标“LEGO”的使用是从1934年开始，其语来自丹麦语“LEg GOdt”，意为“play well”（玩的快乐），并且该名字首先迅速成为乐高公司在Billund地区玩具工厂生产的优质玩具的代名词。多年来，“LEGO”图标也变化了多种形式，最新的图标是1998年制作，它是在1973年的版本基础上稍作调整而成，使之更便于在媒体上传播和识别。第一个生产地在丹麦的一所红房子中，那里就是乐高开始的地方。
1010013100060085	芭比	服装	儿童装		
1010013100060084	chicco	儿童母婴	null		诞生于意大利的Chicco(智高 )，以其十足专业性、高度的安全性及便利性，致力于开发贴心、安全、舒适、方便和可靠的婴幼商品。
1010013100060083	英氏	服装	儿童装		英氏是国内知名的婴幼儿食品品牌，旗下产品包括婴幼儿配方奶粉及米粉、清清葆、面条、肉酥、葡萄糖、饼干等多个婴幼儿辅食系列。英氏销售网络遍及中国大陆30多个省、市、自治区。英氏以“精致营养”为理念，提供均衡全面的营养补充，为中国宝宝专属定制奶粉，将世界级品质、可全程透明追溯的英氏Smile婴幼儿配方奶粉带给中国宝宝，帮助宝宝健康快乐成长
1010013100060082	Senbodulun	服装	儿童装		圣宝度伦Senbodulun童装品牌创立于2005年7月，品牌风格品味高雅、经典怀旧，迅速以国际品牌的定位、皇室风范、钻石品牌的美誉赢得市场。
1010013100060081	Hallmark	服装	儿童装		Hallmark (贺曼公司) 在1910年由Joyce Hall 创立，经过百年发展，Hallmark的业务已经多元化，包括贺卡、文具、服装、寝具、化妆品、电子贺卡、电脑软件、数码娱乐、电视频道等，遍布包括中国在内过百国家。
1010013100060080	丽婴房	服装	儿童装		Les enphants，隶属于上海上海丽婴房婴童用品有限公司，取自法文「孩子们」的涵义。公司主营童装，童鞋，玩具，童床等儿童用品。
1010013100060089	法纳贝儿	服装	儿童装		 Fanapal（法纳贝儿）品牌童装在产品设计上充分考虑儿童成长中的心理需要，强调时尚，休闲与舒适，精致与典雅的结合。强调上下与内外的层次搭配，亮丽和谐、时尚大胆的设计风格
1010013100060088	Hape	服装	儿童装		Hape国际控股集团为全球最大的木制玩具生产厂家，总部为位于瑞士卢塞恩(Luzern)，由德国人彼得·汉斯丹(Peter Handstein)先生始创于1986年
1010013100020021	COSME DECORTE	个护化妆	化妆品		COSME DECORTE 黛珂，诞生于1970年，集团顶级品牌，由KOSE创始人小林孝三郎先生所亲自开创。COSME DECORTE，这个美好的名字来自法语cosmetique 与 decoration，寓意着【美的勋章】
1010013100020020	Swissweda	个护化妆	化妆品	010-62111147	瑞士奢华精品保养品牌，第一亦是唯一进驻上海世博瑞士馆
1010013100020023	碧欧泉	个护化妆	化妆品	010-62193070	碧欧泉 (Biotherm) 是一个高档的护肤品品牌，总部设在巴黎，隶属于欧莱雅集团 (L'Oréal) ，其产地分布于法国、摩纳哥和日本，创建年代为1952年。碧欧泉 (Biotherm) 的产品均含有独特的矿泉活细胞因子Life Plankton?活源精粹。碧欧泉 (Biotherm) 根据不同系列产品具体功效，针对性加入自然活性成分，两者相辅相成，对肌肤倍加呵护。
1010013100020022	GUERLAIN	个护化妆	化妆品	010-62135127	娇兰（Guerlain）：成立于1828年，主营香水、化妆品及保养品。是酩悦·轩尼诗－路易·威登集团（Mo?t Hennessy - Louis Vuitton, LVMH Group）旗下的产品。
1010013100020025	CD	个护化妆	化妆品		克里斯汀·迪奥(简称CD)，一直是炫丽的高级女装和高档香水的代名DIOR词。他选用高档的华丽、上乘的面料表现出耀眼、光彩夺目的华丽与高雅女装，倍受时装界关注。他
1010013100020024	CHANEL	个护化妆	化妆品	010-62137176	创始人Gabrielle Chanel香奈儿于1913年在法国巴黎创立香奈儿品牌。香奈儿的产品种类繁多，有服装、珠宝饰品及其配件、化妆品、护肤品、香水，每一种产品都闻名遐迩，特别是她的香水与时装。 香奈儿（CHANEL）是一个有着整整百年历史的著名品牌，香奈儿时装永远有着高雅、简洁、精美的风格，它善于突破传统，早20世纪40年代就成功地将“五花大绑”的女装推向简单、舒适，这也许就是最早的现代休闲服。
1010013100020027	GIVENCHY	服装	null		Givenchy，来自法国的时装品牌，纪梵希最初以香水为其主要产品，后开始涉足护肤及彩妆事业。该企业品牌在世界品牌实验室（World Brand Lab）编制的2006年度《世界品牌500强》排行榜中名列第四百一十一。
1010013100020026	Clinique	个护化妆	化妆品	010-82148129	倩碧，（Clinique Laboratories, LLC.）于1968年创立于美国纽约，现隶属于美国雅诗兰黛集团，其推广的基础护肤三步骤世界闻名。其首席皮肤科医生为Dr.Norman Orentreich
1010013100020029	ESTEE LAUDER	个护化妆	化妆品	010-82148488	雅诗·兰黛(Estee Lauder) 全球最大的护肤、化妆品和香水公司，与其创始人同名。雅诗兰黛公司创立于1946年。
1010013100020028	LANCOME	个护化妆	化妆品	010-62131503	兰蔻诞生于1935年的法国，是由Armand Petitjean（阿曼达·珀蒂让）创办的品牌。作为全球知名的高端化妆品品牌，兰蔻涉足护肤、彩妆、香水等多个产品领域，主要面向教育程度、收入水平较高，年龄在25～40岁的成熟女性。
1010013100030037	SWATCH	其他	钟表	010-82148377	斯沃琪 (Swatch) ，名字中的“S”不仅代表它的产地瑞士，而且含有“second-watch”即第二块表之意，表示人们可以像拥有时装一样，同时拥有两块或两块以上的手表。
1010013100030036	Coach	服装	箱包	010-62142385	COACH（蔻驰）于1941年始于纽约，以其代表的纽约时尚及精湛的手工艺传承而著称，如今已成为全球领先的美国精致奢华手袋、配饰和礼物的品牌。
1010013100030035	赛吉琥珀	其他	珠宝		S&A珠宝首饰有限公司由国际琥珀协会国际“琥珀大师”头衔获得者Adam Pstragowski（亚当。斯车格夫斯基）于2004年1月1日注册于波兰格但斯克市，其前身是Silver & Amber by Adam Pstragowski,成立于1992年。S&A的文字附属含义是银+琥珀、独特+艺术、专业+保证
1010013100030034	FILON VIRO	服装	女装		诞生于20世纪的FILON VIRO，恰是巴黎浪漫风情的完美呈现和极致演绎。传承着百年法式优雅与浪漫的荣耀，执著于描绘现代女性内心那份美丽而精致的梦想，逐渐成为个人独特品味的标记。
1010013100030033	LIEDOW	服装	女装		LIEDOW（蕾朵）是在法国注册的知名品牌女装。蕾朵的每一件商品，都是由法国、台湾及国内著名设计师共同设计制作的。
1010013100030032	DELUXE AND VINCI	服装	女装		
1010013100030031	西贝伦	服装	女装		
1010013100030030	塞斯克瑞	服装	女装		
1010013100030039	oxette	其他	珠宝		Oxette是来自希腊的首饰品牌，一直引领着希腊乃至欧洲银饰、手表及配套饰品市场。全球风行的休闲时尚，同样影响到传统的珠宝行业。OXETTE、LOISIR，就是全新的适合新生活方式的新饰品品牌
1010013100030038	MORELLATO	其他	珠宝		MORELLATO 品牌的诞生始源于 1930 年，在意大利博洛尼亚市的德拉贝里亚大街诞生了第一家手工制造皮质表带的公司，这也是当时整个欧洲第一家最早的专业制作皮质表带的公司
1010013100010013	Bread Talk	餐饮	null	010-82815287	Bread Talk 2000年在新加坡成立，以投资开设精品面包蛋糕店为主。它是新加坡面包蛋糕业的第一品牌。此外，它还是全球第一家也是唯一一家以面包业上市的企业。
1010013100050019	飞亚达	其他	钟表	400-700-5888	飞亚达专注于手表行业，为消费者提供品质精湛、设计时尚的精品腕表。为中国航天员提供地面训练及执行飞行任务用表
1010013100050018	ROSSINI	其他	钟表		春秋战国，金戈铁马，群雄逐鹿，罗西尼手表是现时我国钟表行业的真实写照。各大品牌林立，竞争异常激烈，而罗西尼经过二十七年的励精图治，二十七年的创新进步，在竞争中诞生，在竞争中成长，在竞争中壮大，如今终于直挂云帆出沧海，成为中国钟表行业的一颗璀璨明珠。
1010013100050017	First Wert	服装	男装		
1010013100050016	BossSunwen	服装	男装		BOSSsunwen-英伦风轻奢侈品牌。BOSSsunwen能为全世界每一位现代男士提供设计精湛工艺考究的“典雅、时尚、商务”服装&配饰的品牌公司。
1010013100050015	诺帝卡	服装	女装	010-82148000	vMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合现代女性…
1010013100050014	比音勒芬	服装	男装		比音勒芬，著名高尔夫服饰品牌它擅长吸纳当前服装界的潮流元素，提倡以高品位的时尚、生活舒适便利为依据，将各种轻柔的纱线、纤薄的素材及高科技功能新材巧妙地揉合在一起，创造出一系列经典服装。
1010013100050013	Wolsey	服装	男装		VMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合了现代女性…
1010013100010011	上品堂	其他	保健品		上品堂是1998年推出的海参产品品牌。品牌涵盖“纯干海参”、“即食海参”、“鲜食海参”等多样产品。前世界足球先生、欧洲足球先生路易斯菲戈正式成为“上品堂”海参的形象代言人。
1010013100050011	S.D.SPONTINI	服装	男装		VMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合了现代女性…
1010013100050010	KEVIN KELLY	服装	男装		
1010013100040041	黛安芬	服装	内衣	010-82148350	1886年成立于德国的黛安芬，从125年前一个在厂房生产紧身内衣的小型事业起家，已成为全球最国际化的内衣企业之一。 在125年的性感历程中，黛安芬公司始终秉承创新的理念， 下设Sloggi,VALISERE,triumph,HOM四个品牌，并开发设计出多项具有里程碑意义的内衣产品，为消费者提供优质、舒适、时尚、创新的内衣而不断努力。
1010013100040040	SALUTE	服装	女装		VMe源自法语VALSE(华尔兹舞)及Me(大师,Maitre的缩写),取其华尔兹舞大师之意;舞蹈之王华尔兹的摆荡与流畅,柔韧与多旋转、深情感与罗曼性的特性,正吻合了现代女性…
1010013100040043	安莉芳 Triumph	服装	内衣		  安莉芳集团于1975年由郑敏泰先生创办，郑先生以高瞻远瞩的眼光，洞悉了内衣市场的巨大潜力，经过二十多年的经营，安莉芳已经由一家传统的小型内衣制造商，发展成为一家具规模的大型企业
1010013100010010	果园老农	餐饮	零食		金果园老农（北京）食品股份有限公司始于2006年12月12日，是一家集果仁深加工、OEM品牌运作及产品代理为一体的专业休闲食品销售、加工型企业。2008年初公司在北京八达岭经济开发区兴建了现代化干果食品加工基地，引进了世界一流的全自动深加工流水线，预计单线可达到年处理果仁4亿元的生产能力
1010013100040045	Kid Blue	服装	内衣	010-62116149	相信很多人对Kid Blue这个名字也不太熟悉，其实它是一个於2011年进军了香港的日本家居服/内衣品牌。那为什麽叫Kid Blue呢？原来Kid所表达的是White，纯洁的白色，一切的开始。而要有好的开始，人就需要与大自然，海与天(也就是蓝色，Blue)调和
1010013100040044	Embry Form	服装	内衣		安莉芳，香港品牌，创办于1975年，产品设计时尚，制作精巧，为不同年龄的女士提供全线内衣产品，不论是活泼的青春少女，还是成熟女士，妊娠母亲，安莉芳内衣皆能全面照顾周到，除了内衣系列，集团旗下的泳衣系列及睡衣系列，均能够令顾客满意
1010013100040047	T.B2 LADY	服装	女装	010-62119868	T.B2 Trend Lady是来自韩国首尔的著名女装品牌,T.B2 Trend Lady女装是时尚牛仔与时装最完美结合的典范,时尚、女人、前卫、个性的T.B2 Trend Lady在中国各大城市的一流商场里分别开设了多家专营形象店,
1010013100040046	Aimer	服装	null		北京爱慕有限公司是专业从事品牌内衣设计、生产和营销的现代化企业，总部位于北京望京高新技术产业开发区爱慕大厦，拥有员工近2000人。
1010013100040049	卡娜娃	服装	女装		KANAWA卡娜娃女包皮具品牌创始人---日本女设计师石户实穗，凭藉对女性服饰的热爱及时尚敏感，设计了专属KANAWA品牌风格皮具。让意大利皮具文化与日本时尚相结合，造就了西日式的时尚元素，其设计简约、高雅、时尚，自然，将西日文化渗透进每一个作品中，创作了一系列以质材及搭配著称的高品位皮具产品。
